Index_0,Technical_Name,Pretty_Name
s,clothing_deathmask,Death horseman mask
s,clothing_pestmask,Pestilence horseman mask
s,hween_c15_angel,Harbinger of the Habbocalypse
s,bonusrare16_2*1,Brass Water Lily Pot
s,bonusrare16_2*2,Quartz Water Lily Pot
s,bonusrare16_2*3,Nickel Water Lily Pot
s,bonusrare16_2*4,Copper Water Lily Pot
s,bonusrare16_1*1,Mint Vase
s,bonusrare16_1*2,Cerulean Vase
s,bonusrare16_1*3,Charcoal Vase
s,bonusrare16_1*4,Mauve Vase
s,bonusrare16_3*1,Ochre Bird of Paradise
s,bonusrare16_3*2,Teal Bird of Paradise
s,bonusrare16_3*3,Mauve Bird of Paradise
s,bonusrare16_3*4,Purple Bird of Paradise
s,hween_c15_evilcrystal2,Medium Lost Souls crystal
s,hween_c15_purecrystal2,Medium Pure crystal
s,hween_c15_stage,Gloomy basement
s,hween_c15_evilcrystal3,Large Lost Souls crystal
s,hween_c15_fog,Fog of the Habbocalypse
s,hween_c15_stagecorner,Basement corner
s,hween_c15_building,Habbocalypse Building
s,hween_c15_tele,Lost Souls Portal
s,hween_c15_evilcrystal1,Small Lost Souls crystal
s,hween_c15_dump,Smelly Dumpster
s,hween15_horseman3,Horseman of Pestilence
s,hween_c15_purecrystal3,Large Pure crystal
s,hween_c15_tree,Skeletal Oak
s,hween15_ltdhorseman4,Horseman of Death
s,hween_c15_shinycarpet,Emblem of the Habbocalypse
s,hween_c15_corner,Crumbling Pillar
s,hween_c15_car,Burnt Car Wreckage
s,hween15_saintini,Saintini
s,hween15_evilfrank,Demonic Frank
s,hween_c15_busstop,Haunted bus stop
s,hween_c15_telewire,Habbocalypse Pylons
s,hween_c15_phone,Haunted Phone Booth
s,hween15_evilraider,Evil Raider
s,hween_c15_stairs,Creeky Stairs
s,hween_c15_rubbish,Fermenting Rubbish
s,hween_c15_road,Windswept Road
s,hween_c15_altar,Habbocalypse Crafting Altar
s,hween_c15_evilcloud,Clouds of the Habbocalypse
s,hween_c15_demoncat,Corrupted Kitty
s,hween15_ltdhorseman2,Horseman of Famine
s,hween15_horseman2,Horseman of Famine
s,hween_c15_fire,Floor fire
s,hween_c15_pavement,Smashed Sidewalk
s,hween15_ltdhorseman3,Horseman of Pestilence
s,hween15_horseman1,Horseman of War
s,hween_c15_sdcrack,Dark Road Cracks
s,hween_c15_sdwater,Swamp of Lost Souls
s,hween15_ltdhorseman1,Horseman of War
s,hween_c15_lamp,Damaged Lamp post
s,hween15_saintta,Sam-Ta Cherub
s,hween15_horseman4,Horseman of Death
s,hween15_horseman5,Bryan the Horseman
s,hween_c15_purecrystal1,Small Pure crystal
s,CF_750_evilskull,Purple Skull Credit Furni
s,hween_c15_altarbed,Sacrificial altar bed
s,fxbox_fx14,Future is Back Hoverboard
s,hween_c15_pumpkin2,MEGA Pumpkin Pack
s,hween_c15_pumpkin1,MINI Pumpkin Pack
s,ktchn_c15_chair_b,Blue Cushioned Chair
s,ktchn_c15_divdr,Varnished Worktop
s,ktchn_c15_table_g,Green Kitchen Table
s,ktchn_c15_floor,Red Brick Floor
s,ktchn_c15_bread,Bread Bin
s,ktchn_c15_table_b,Blue Kitchen Table
s,ktchn_c15_chopboard,Chopping Board
s,ktchn_c15_chair_g,Green Cushioned Chair
s,ktchn_c15_lamp_p,Pink Kitchen Lamp
s,ktchn15_coffeemaker,Coffee Machine
s,ktchn_c15_cereal,Cereal Selection
s,ktchn_c15_lamp_b,Blue Kitchen Lamp
s,ktchn_c15_sink,Stainless Steel Sink
s,ktchn_c15_chair_p,Pink Cushioned Chair
s,ktchn_c15_lamp_g,Green Kitchen Lamp
s,ktchn_c15_crn,Varnished Worktop Corner
s,ktchn15_cabinet,Antique Crockery Cupboard
s,ktchn_c15_tele,White Restaurant Door
s,ktchn_c15_dishwasher,Deluxe Dishwasher
s,ktchn_c15_table_p,Pink Kitchen Table
s,ktchn_c15_stove,Stainless Steel Oven
s,ktchn15_bubblejuicerack,Bobba Juice Rack
s,ktchn_c15_gate,Varnished Kitchen Gate
s,ktchn15_fridge,Deluxe Refrigerator
s,ktchn_c15_food,Breakfast Buffet
s,ktchn_c15_microwave,Deluxe Microwave
s,ktchn_c15_drinks,Chilled Drinks
s,habbo15_pumpkin1,MINI Pumpkin Pack
s,habbo15_pumpkin2,MEGA Pumpkin Pack
s,xmas_c15_bushy1,Deer Topiary
s,gold_c15_arc_div2,Solid Gold Corner
s,gold_c15_arc_seat,Solid Gold Seat
s,gold_c15_arc_icerug,Solid Gold Rug
s,gold_c15_arc_statue,Solid Gold Penguin
s,gold_c15_arc_div1,Solid Gold Divider
s,gold_c15_arc_lantern,Solid Gold Lantern
s,gold_c15_arc_lamp,Solid Gold Lamp
s,gold_c15_arc_camp,Solid Gold Campfire
s,gold_c15_arc_tub,Solid Gold Hot Tub
s,gold_c15_arc_chair,Solid Gold Chair
s,gold_rare_crackable,Pot O' Gold
s,gold_c15_arc_tree1,Solid Gold Cube Tree
s,gold_c15_arc_table,Solid Gold Table
s,gold_c15_arc_geysir,Solid Gold Geyser
s,gold_c15_arc_tele,Solid Gold Teleporter
s,gold_c15_arc_hole,Solid Gold Fish Hole
s,gold_c15_arc_snow,Solid Gold Snow
s,gold_c15_arc_tree2,Solid Gold Christmas Tree
s,xmas15_nutcrackerltd,Bavarian Nutcracker
s,xmas_c15_advent6,Albert the Alpaca
s,xmas_c15_bushy5,Seal Topiary
s,clothing_santapants,Santa Trousers
s,xmas_c15_store1,Toy Shop Market Stall Insert
s,clothing_bscarf,Blanket Scarf
s,xmas_c15_roof1,Red Snowy Roof
s,winter15_freeze,Freeze Veteran Statue
s,xmas_c15_fnc,Dark Wood Fence
s,winter15_wpost,Gold Hydrant
s,winter15_icehockey,Ice Hockey Pro Statue
s,xmas_c15_buildbase2,Grey Stone Building
s,xmas_c15_bushy3,Rabbit Topiary
s,xmas_c15_store4,Gingerbread Market Stall Insert
s,clothing_xmasbow,Christmas Bow
s,xmas_c15_advent5,Stevie the St. Bernard
s,xmas_c15_poinsettia,Christmas Poinsettia
s,xmas_c15_buildbase1,Brownstone Building
s,xmas_c15_crnr,Dark Wood Fence
s,xmas15_clocktower,Clock Tower
s,clothing_santaoutfit,Santa Claus Suit
s,clothing_cladyoutfit,Mrs. Claus Outfit
s,xmas_c15_store2,Candy Market Stall Insert
s,xmas_c15_stall,Market Stall
s,xmas_c15_snow,Dark Snow Patch
s,xmas_c15_bndstnd,Bandstand
s,xmas15_rudolf,Rudolf the Red-Nosed Reindeer
s,xmas_c15_roof2,Blue Snow Roof
s,clothing_cladydress,Christmas Dress
s,xmas_c15_advent2,Gregory Goat
s,winter15_tree4,Gold Winter Pine
s,xmas_c15_bushy2,Bear Topiary
s,xmas15_wishltd,Christmas Wishing Well
s,xmas_c15_advent8,Snowglobe
s,clothing_cladyhair,Cute Curly Hair
s,xmas15_glowdeerltd,Glowing Reindeer
s,clothing_santatop,Santa Top
s,clothing_ribbon,Fancy Ribbon
s,xmas_c15_advent3,Holly Hedgehog
s,clothing_santahat,Santa Hat
s,xmas_c15_reindeer,Finnish Forest Reindeer
s,xmas15_fountainltd,Frozen Fountain
s,clothing_snood,Oversized Snood
s,xmas_c15_store3,Bratwurst Market Stall Insert
s,xmas_c15_advent1,Grouchy Cat
s,xmas_c15_arch,Christmas Archway
s,winter15_fnc_crnr,Gold Corner
s,xmas_c15_advent4,Samantha Squirrel
s,winter15_snowboard,Snowboarding Ace Statue
s,clothing_santabeard,Santa Beard
s,xmas_c15_mntn,Snow Capped Mountains
s,xmas15_stand,Bavarian Christmas Photo Stand
s,xmas_c15_buildmid2,Brown Timber Frame Building
s,xmas_c15_bushy6,Penguin Topiary
s,xmas_c15_snwbush,Winter Shrub
s,xmas15_sleigh,Ornate Winter Sleigh
s,winter15_iceskater,Pro Ice Skater Statue
s,xmas_c15_alpinetree,Bushy Pine Tree
s,clothing_knitband,Knitted Headband
s,xmas_c15_decotree,DIY Christmas Tree
s,xmas_c15_stone,Rocky Road
s,xmas_c15_bushy4,Squirrel Topiary
s,winter15_lmppst,Gold Lamp Post
s,xmas_c15_advent7,The Thing Snowglobe
s,xmas_c15_mlight,Moonlight
s,xmas_c15_buildmid1,Beige Timber Frame Building
s,clothing_knithat,Slouchy Knit Hat
s,hc16_10,Varnished Writing Desk
s,hc16_1,Miniature Pavilion
s,hc16_4,Green Stash Chest
s,hc16_12,Gleaming Sink
s,hc16_11,Four Poster Bed
s,hc16_5,Giant Houseplant
s,hc16_9,Fancy Vase
s,hc16_7,Polished Oak Floorboards
s,hc16_2,Propeller Lamp
s,hc16_6,Bureau Divider
s,hc16_3,Frank's Bubbly
s,hc16_8,Antique Air Conditioning
s,ny16_stars,Snazzy Star Decoration
s,clothing_party5,Purple Party Hat
s,clothing_party4,Orange Party Hat
s,clothing_party8,Turquoise Party Hat
s,clothing_party6,Black Party Hat
s,ny_c16_sign,2016 Balloons
s,clothing_party3,Gold Party Hat
s,clothing_party7,White Party Hat
s,cny16_monkeyballoon,Monkey Balloon
s,ny16_crackable,Party Hat Gift Box
s,clothing_goldpack1,Gold Accessory Pack
s,china_monkey,Monkey Statue
s,CF_1200_ny16,2016 Bubble Juice
s,tile_fxprovider_nfs,tile_fxprovider_nfs name
s,clothing_hat_space1,Spaceman Helmet
s,rare_prize16*1,Ruby Sloth
s,rare_prize16*10,Game Hub Sloth
s,rare_prize16*11,Jasper Sloth
s,rare_prize16*12,Turquoise Sloth
s,rare_prize16*13,Topaz Sloth
s,rare_prize16*14,Beryl Sloth
s,rare_prize16*2,February Blues Sloth
s,rare_prize16*3,Emerald Sloth
s,rare_prize16*4,Onyx Sloth
s,rare_prize16*5,Jade Sloth
s,rare_prize16*6,Pearl Sloth
s,rare_prize16*7,Aquamarine Sloth
s,rare_prize16*8,Citrine Sloth
s,rare_prize16*9,Amethyst Sloth
s,val16_float2,Blossom Volcano
s,val_c16_lovebirds,Lovebirds of Paradise
s,val_c16_tikicat,Tiki Cat
s,val_c16_tikicat2,Tiki Melon Cat
s,val16_float3,Lustrous Peacock
s,val_c16_shellfountain,Shell Fountain
s,val16_float1,Luminous Love Oyster
s,val16_float4,Floral Lion
s,val_c16_vase,Vase of Passion
s,easter16_habberge6ltd,Verdant Habberge Egg
s,clothing_pjtop3,Comet Pyjamas
s,clothing_sportpants,Tracksuit Bottoms
s,clothing_urbanoutfit,Skater Outfit
s,clothing_tiedjumper,Jumper Belt
s,clothing_cumberband,Posh Cumberband
s,clothing_casualoutfit1,Comfort Clothes Outfit
s,clothing_manbun,Top Knot
s,clothing_denimvest,Denim Vest
s,clothing_pjbottoms1,Pyjama Bottoms
s,clothing_pjtop1,Moon Pyjamas
s,clothing_hipsterglasses,Hipster Glasses
s,clothing_tux,Spotless Tuxedo
s,clothing_tie1,Office Tie
s,clothing_bandage,Head Bandage
s,clothing_denimshorts,Denim Shorts
s,clothing_brainjar,Brain Jar
s,easter_c16_mallowduck,Candy Duck
s,clothing_floraloutfit,Flower Power Outfit
s,easter16_habberge9ltd,Burnished Habberge Egg
s,clothing_duckhat,Duck Hat
s,clothing_punkoutfit2,Punk Outfit
s,clothing_tuxshirt,Starched Tuxedo Shirt
s,clothing_pjoutfit1,Moon Pyjamas Outfit
s,clothing_hipoutfit3,Spectacled Hipster Outfit
s,clothing_sliponcanvas,Canvas Slip Ons
s,clothing_punkoutfit1,Nu Raver Outfit
s,clothing_backcap,Backwards Cap
s,clothing_mermaid,Mermaid Hair
s,clothing_jacket_twotone,Two-Tone Hoodie
s,easter16_habberge8ltd,Dragon Habberge Egg
s,clothing_disco,Disco Hair
s,clothing_longtshirt,Long sleeve T-Shirt
s,clothing_sportsjckt,Sports Jacket
s,clothing_polkadress,Polka Dot Dress
s,clothing_tuxoutfit,Posh Waiter Outfit
s,clothing_rippedtop,Ripped Up Top
s,easter16_habberge7ltd,Efflorescent Habberge Egg
s,clothing_hipoutfit1,Bearded Hipster Outfit
s,clothing_hipoutfit2,Spectacled Designer Outfit
s,clothing_camera,Paparazzi Camera
s,clothing_bedhair,Bed Hair
s,clothing_halter,Halter Top
s,clothing_pjoutfit2,Sheep Pyjamas Outfit
s,clothing_pjtop2,Sheep Pyjamas
s,clothing_pjoutfit3,Star Pyjamas Outfit
s,clothing_offshldrjumper,Off-Shoulder Jumper
s,clothing_bigshades,Oversized Sunglasses
s,clothing_noblecrown,Noble Crown
s,clothing_ombrehr,Ombre Hair
s,bonusrare16_4*1,Scarlet Rose Pillar
s,bonusrare16_4*2,Violet Rose Pillar
s,bonusrare16_4*3,Lilac Rose Pillar
s,bonusrare16_4*4,Azure Rose Pillar
s,icedblk_c16_table,Dark Iced Coffee Table (Beige)
s,icedblk_c16_table*10,Dark Iced Coffee Table (Purple)
s,icedblk_c16_table*2,Dark Iced Coffee Table (Grey)
s,icedblk_c16_table*3,Dark Iced Coffee Table (White)
s,icedblk_c16_table*4,Dark Iced Coffee Table (Aqua)
s,icedblk_c16_table*5,Dark Iced Coffee Table (Pink)
s,icedblk_c16_table*6,Dark Iced Coffee Table (Blue)
s,icedblk_c16_table*7,Dark Iced Coffee Table (Green)
s,icedblk_c16_table*8,Dark Iced Coffee Table (Yellow)
s,icedblk_c16_table*9,Dark Iced Coffee Table (Red)
s,icedblk_c16_div4,Dark Iced Shutter (Beige)
s,icedblk_c16_div4*10,Dark Iced Shutter (Purple)
s,icedblk_c16_div4*2,Dark Iced Shutter (Grey)
s,icedblk_c16_div4*3,Dark Iced Shutter (White)
s,icedblk_c16_div4*4,Dark Iced Shutter (Aqua)
s,icedblk_c16_div4*5,Dark Iced Shutter (Pink)
s,icedblk_c16_div4*6,Dark Iced Shutter (Blue)
s,icedblk_c16_div4*7,Dark Iced Shutter (Green)
s,icedblk_c16_div4*8,Dark Iced Shutter (Yellow)
s,icedblk_c16_div4*9,Dark Iced Shutter (Red)
s,icedblk_c16_div2,Dark Iced Bar (Beige)
s,icedblk_c16_div2*10,Dark Iced Bar (Purple)
s,icedblk_c16_div2*2,Dark Iced Bar (Grey)
s,icedblk_c16_div2*3,Dark Iced Bar (White)
s,icedblk_c16_div2*4,Dark Iced Bar (Aqua)
s,icedblk_c16_div2*5,Dark Iced Bar (Pink)
s,icedblk_c16_div2*6,Dark Iced Bar (Blue)
s,icedblk_c16_div2*7,Dark Iced Bar (Green)
s,icedblk_c16_div2*8,Dark Iced Bar (Yellow)
s,icedblk_c16_div2*9,Dark Iced Bar (Red)
s,icedblk_c16_couch,Dark Iced Bench (Beige)
s,icedblk_c16_couch*10,Dark Iced Bench (Purple)
s,icedblk_c16_couch*2,Dark Iced Bench (Grey)
s,icedblk_c16_couch*3,Dark Iced Bench (White)
s,icedblk_c16_couch*4,Dark Iced Bench (Aqua)
s,icedblk_c16_couch*5,Dark Iced Bench (Pink)
s,icedblk_c16_couch*6,Dark Iced Bench (Blue)
s,icedblk_c16_couch*7,Dark Iced Bench (Green)
s,icedblk_c16_couch*8,Dark Iced Bench (Yellow)
s,icedblk_c16_couch*9,Dark Iced Bench (Red)
s,icedblk_c16_div3,Dark Iced Gate (Beige)
s,icedblk_c16_div3*10,Dark Iced Gate (Purple)
s,icedblk_c16_div3*2,Dark Iced Gate (Grey)
s,icedblk_c16_div3*3,Dark Iced Gate (White)
s,icedblk_c16_div3*4,Dark Iced Gate (Aqua)
s,icedblk_c16_div3*5,Dark Iced Gate (Pink)
s,icedblk_c16_div3*6,Dark Iced Gate (Blue)
s,icedblk_c16_div3*7,Dark Iced Gate (Green)
s,icedblk_c16_div3*8,Dark Iced Gate (Yellow)
s,icedblk_c16_div3*9,Dark Iced Gate (Red)
s,icedblk_c16_solarium,Dark Iced Panel (Beige)
s,icedblk_c16_solarium*10,Dark Iced Panel (Purple)
s,icedblk_c16_solarium*2,Dark Iced Panel (Grey)
s,icedblk_c16_solarium*3,Dark Iced Panel (White)
s,icedblk_c16_solarium*4,Dark Iced Panel (Aqua)
s,icedblk_c16_solarium*5,Dark Iced Panel (Pink)
s,icedblk_c16_solarium*6,Dark Iced Panel (Blue)
s,icedblk_c16_solarium*7,Dark Iced Panel (Green)
s,icedblk_c16_solarium*8,Dark Iced Panel (Yellow)
s,icedblk_c16_solarium*9,Dark Iced Panel (Red)
s,icedblk_c16_shelves,Dark Iced Bookcase (Beige)
s,icedblk_c16_shelves*10,Dark Iced Bookcase (Purple)
s,icedblk_c16_shelves*2,Dark Iced Bookcase (Grey)
s,icedblk_c16_shelves*3,Dark Iced Bookcase (White)
s,icedblk_c16_shelves*4,Dark Iced Bookcase (Aqua)
s,icedblk_c16_shelves*5,Dark Iced Bookcase (Pink)
s,icedblk_c16_shelves*6,Dark Iced Bookcase (Blue)
s,icedblk_c16_shelves*7,Dark Iced Bookcase (Green)
s,icedblk_c16_shelves*8,Dark Iced Bookcase (Yellow)
s,icedblk_c16_shelves*9,Dark Iced Bookcase (Red)
s,icedblk_c16_sofachair,Dark Iced Sofachair (Beige)
s,icedblk_c16_sofachair*10,Dark Iced Sofachair (Purple)
s,icedblk_c16_sofachair*2,Dark Iced Sofachair (Grey)
s,icedblk_c16_sofachair*3,Dark Iced Sofachair (White)
s,icedblk_c16_sofachair*4,Dark Iced Sofachair (Aqua)
s,icedblk_c16_sofachair*6,Dark Iced Sofachair (Blue)
s,icedblk_c16_sofachair*7,Dark Iced Sofachair (Green)
s,icedblk_c16_sofachair*8,Dark Iced Sofachair (Yellow)
s,icedblk_c16_sofachair*9,Dark Iced Sofachair (Red)
s,icedblk_c16_div1,Dark Iced Corner (Beige)
s,icedblk_c16_div1*10,Dark Iced Corner (Purple)
s,icedblk_c16_div1*2,Dark Iced Corner (Grey)
s,icedblk_c16_div1*3,Dark Iced Corner (White)
s,icedblk_c16_div1*4,Dark Iced Corner (Aqua)
s,icedblk_c16_div1*5,Dark Iced Corner (Pink)
s,icedblk_c16_div1*6,Dark Iced Corner (Blue)
s,icedblk_c16_div1*7,Dark Iced Corner (Green)
s,icedblk_c16_div1*8,Dark Iced Corner (Yellow)
s,icedblk_c16_div1*9,Dark Iced Corner (Red)
s,icedblk_c16_sofa,Dark Iced Sofa (Beige)
s,icedblk_c16_sofa*10,Dark Iced Sofa (Purple)
s,icedblk_c16_sofa*2,Dark Iced Sofa (Grey)
s,icedblk_c16_sofa*3,Dark Iced Sofa (White)
s,icedblk_c16_sofa*4,Dark Iced Sofa (Aqua)
s,icedblk_c16_sofa*5,Dark Iced Sofa (Pink)
s,icedblk_c16_sofa*6,Dark Iced Sofa (Blue)
s,icedblk_c16_sofa*7,Dark Iced Sofa (Green)
s,icedblk_c16_sofa*8,Dark Iced Sofa (Yellow)
s,icedblk_c16_sofa*9,Dark Iced Sofa (Red)
s,icedblk_c16_chair,Dark Iced Chair (Beige)
s,icedblk_c16_chair*10,Dark Iced Chair (Purple)
s,icedblk_c16_chair*2,Dark Iced Chair (Grey)
s,icedblk_c16_chair*3,Dark Iced Chair (White)
s,icedblk_c16_chair*4,Dark Iced Chair (Aqua)
s,icedblk_c16_chair*5,Dark Iced Chair (Pink)
s,icedblk_c16_chair*6,Dark Iced Chair (Blue)
s,icedblk_c16_chair*7,Dark Iced Chair (Green)
s,icedblk_c16_chair*8,Dark Iced Chair (Yellow)
s,icedblk_c16_chair*9,Dark Iced Chair (Red)
s,icedblk_c16_div5,Dark Iced Angle (Beige)
s,icedblk_c16_div5*10,Dark Iced Angle (Purple)
s,icedblk_c16_div5*2,Dark Iced Angle (Grey)
s,icedblk_c16_div5*3,Dark Iced Angle (White)
s,icedblk_c16_div5*4,Dark Iced Angle (Aqua)
s,icedblk_c16_div5*5,Dark Iced Angle (Pink)
s,icedblk_c16_div5*6,Dark Iced Angle (Blue)
s,icedblk_c16_div5*7,Dark Iced Angle (Green)
s,icedblk_c16_div5*8,Dark Iced Angle (Yellow)
s,icedblk_c16_div5*9,Dark Iced Angle (Red)
s,purablk_c16_shelve,Dark Pura Book Shelf
s,purablk_c16_eleblock*1,Dark Pura Block (Aqua)
s,purablk_c16_eleblock*10,Dark Pura Block (Purple)
s,purablk_c16_eleblock*2,Dark Pura Block (Pink)
s,purablk_c16_eleblock*3,Dark Pura Block (Grey)
s,purablk_c16_eleblock*4,Dark Pura Block (White)
s,purablk_c16_eleblock*5,Dark Pura Block (Beige)
s,purablk_c16_eleblock*6,Dark Pura Block (Blue)
s,purablk_c16_eleblock*7,Dark Pura Block (Green)
s,purablk_c16_eleblock*8,Dark Pura Block (Yellow)
s,purablk_c16_eleblock*9,Dark Pura Block (Red)
s,purablk_c16_round*1,Dark Pura Quarter-Round (Aqua)
s,purablk_c16_round*10,Dark Pura Quarter-Round (Purple)
s,purablk_c16_round*2,Dark Pura Quarter-Round (Pink)
s,purablk_c16_round*3,Dark Pura Quarter-Round (Grey)
s,purablk_c16_round*4,Dark Pura Quarter-Round (White)
s,purablk_c16_round*5,Dark Pura Quarter-Round (Beige)
s,purablk_c16_round*6,Dark Pura Quarter-Round (Blue)
s,purablk_c16_round*7,Dark Pura Quarter-Round (Green)
s,purablk_c16_round*8,Dark Pura Quarter-Round (Yellow)
s,purablk_c16_round*9,Dark Pura Quarter-Round (Red)
s,purablk_c16_lamp1,Dark Pura Bubble Lamp
s,purablk_c16_chair*1,Dark Pura Egg Chair (Aqua)
s,purablk_c16_chair*10,Dark Pura Egg Chair (Purple)
s,purablk_c16_chair*2,Dark Pura Egg Chair (Pink)
s,purablk_c16_chair*3,Dark Pura Egg Chair (Grey)
s,purablk_c16_chair*4,Dark Pura Egg Chair (White)
s,purablk_c16_chair*5,Dark Pura Egg Chair (Beige)
s,purablk_c16_chair*6,Dark Pura Egg Chair (Blue)
s,purablk_c16_chair*7,Dark Pura Egg Chair (Green)
s,purablk_c16_chair*8,Dark Pura Egg Chair (Yellow)
s,purablk_c16_chair*9,Dark Pura Egg Chair (Red)
s,purablk_c16_lamp3,Dark Pura Block Lamp
s,purablk_c16_bed*1,Dark Pura Double Bed (Aqua)
s,purablk_c16_bed*10,Dark Pura Double Bed (Purple)
s,purablk_c16_bed*2,Dark Pura Double Bed (Pink)
s,purablk_c16_bed*3,Dark Pura Double Bed (Grey)
s,purablk_c16_bed*4,Dark Pura Double Bed (White)
s,purablk_c16_bed*5,Dark Pura Double Bed (Beige)
s,purablk_c16_bed*6,Dark Pura Double Bed (Blue)
s,purablk_c16_bed*7,Dark Pura Double Bed (Green)
s,purablk_c16_bed*8,Dark Pura Double Bed (Yellow)
s,purablk_c16_bed*9,Dark Pura Double Bed (Red)
s,purablk_c16_mdl3*1,Dark Pura Straight Module (Aqua)
s,purablk_c16_mdl3*10,Dark Pura Straight Module (Purple)
s,purablk_c16_mdl3*2,Dark Pura Straight Module (Pink)
s,purablk_c16_mdl3*3,Dark Pura Straight Module (Grey)
s,purablk_c16_mdl3*4,Dark Pura Straight Module (White)
s,purablk_c16_mdl3*5,Dark Pura Straight Module (Beige)
s,purablk_c16_mdl3*6,Dark Pura Straight Module (Blue)
s,purablk_c16_mdl3*7,Dark Pura Straight Module (Green)
s,purablk_c16_mdl3*8,Dark Pura Straight Module (Yellow)
s,purablk_c16_mdl3*9,Dark Pura Straight Module (Red)
s,purablk_c16_bedone*1,Dark Pura Single Bed (Aqua)
s,purablk_c16_bedone*10,Dark Pura Single Bed (Purple)
s,purablk_c16_bedone*3,Dark Pura Single Bed (Grey)
s,purablk_c16_bedone*4,Dark Pura Single Bed (White)
s,purablk_c16_bedone*5,Dark Pura Single Bed (Beige)
s,purablk_c16_bedone*6,Dark Pura Single Bed (Blue)
s,purablk_c16_bedone*7,Dark Pura Single Bed (Green)
s,purablk_c16_bedone*8,Dark Pura Single Bed (Yellow)
s,purablk_c16_bedone*9,Dark Pura Single Bed (Red)
s,purablk_c16_mdl2*1,Dark Pura Right Module (Aqua)
s,purablk_c16_mdl2*10,Dark Pura Right Module (Purple)
s,purablk_c16_mdl2*2,Dark Pura Right Module (Pink)
s,purablk_c16_mdl2*3,Dark Pura Right Module (Grey)
s,purablk_c16_mdl2*4,Dark Pura Right Module (White)
s,purablk_c16_mdl2*5,Dark Pura Right Module (Beige)
s,purablk_c16_mdl2*6,Dark Pura Right Module (Blue)
s,purablk_c16_mdl2*7,Dark Pura Right Module (Green)
s,purablk_c16_mdl2*8,Dark Pura Right Module (Yellow)
s,purablk_c16_mdl2*9,Dark Pura Right Module (Red)
s,purablk_c16_bar,Dark Pura Minibar (Black)
s,purablk_c16_fridge,Dark Pura Refrigerator
s,purablk_c16_mdl5*1,Dark Pura Square Module (Aqua)
s,purablk_c16_mdl5*10,Dark Pura Square Module (Purple)
s,purablk_c16_mdl5*2,Dark Pura Square Module (Pink)
s,purablk_c16_mdl5*3,Dark Pura Square Module (Grey)
s,purablk_c16_mdl5*4,Dark Pura Square Module (White)
s,purablk_c16_mdl5*5,Dark Pura Square Module (Beige)
s,purablk_c16_mdl5*6,Dark Pura Square Module (Blue)
s,purablk_c16_mdl5*7,Dark Pura Square Module (Green)
s,purablk_c16_mdl5*8,Dark Pura Square Module (Yellow)
s,purablk_c16_mdl5*9,Dark Pura Square Module (Red)
s,purablk_c16_mdl1*1,Dark Pura Left Module (Aqua)
s,purablk_c16_mdl1*10,Dark Pura Left Module (Purple)
s,purablk_c16_mdl1*2,Dark Pura Left Module (Pink)
s,purablk_c16_mdl1*3,Dark Pura Left Module (Grey)
s,purablk_c16_mdl1*4,Dark Pura Left Module (White)
s,purablk_c16_mdl1*5,Dark Pura Left Module (Beige)
s,purablk_c16_mdl1*6,Dark Pura Left Module (Blue)
s,purablk_c16_mdl1*7,Dark Pura Left Module (Green)
s,purablk_c16_mdl1*8,Dark Pura Left Module (Yellow)
s,purablk_c16_mdl1*9,Dark Pura Left Module (Red)
s,purablk_c16_lamp2,Dark Pura Lamp
s,purablk_c16_mdl4*1,Dark Pura Corner Module (Aqua)
s,purablk_c16_mdl4*10,Dark Pura Corner Module (Purple)
s,purablk_c16_mdl4*2,Dark Pura Corner Module (Pink)
s,purablk_c16_mdl4*3,Dark Pura Corner Module (Grey)
s,purablk_c16_mdl4*4,Dark Pura Corner Module (White)
s,purablk_c16_mdl4*5,Dark Pura Corner Module (Beige)
s,purablk_c16_mdl4*6,Dark Pura Corner Module (Blue)
s,purablk_c16_mdl4*7,Dark Pura Corner Module (Green)
s,purablk_c16_mdl4*8,Dark Pura Corner Module (Yellow)
s,purablk_c16_mdl4*9,Dark Pura Corner Module (Red)
s,pura_mdl4*10,Purple Corner Module
s,bed_budget*10,Purple Double Bed
s,pura_c16_roundpad10,Purple Quarter-Round
s,bed_budget_one*10,Purple Single Bed
s,pura_mdl3*10,Purple Straight Module
s,pura_mdl5*10,Purple Square Module
s,pura_mdl2*10,Purple Right Module
s,chair_basic*10,pura_c16_chair name
s,pura_c16_eleblock10,Purple Pura Block
s,pura_mdl1*10,pura_c16_mdl1 name
s,divider_nor1*10,Purple Ice corner
s,divider_nor5*10,Purple Iced Angle
s,solarium_norja*10,Purple Solarium
s,divider_nor4*10,Purple Iced Auto Shutter
s,soft_sofa_norja*10,Purple Iced Sofa
s,chair_norja*10,Purple Iced Chair
s,table_norja_med*10,Large Coffee Table Purple
s,shelves_norja*10,Purple Bookcase
s,divider_nor3*10,Purple Iced gate
s,soft_sofachair_norja*10,Purple Iced Sofachair
s,couch_norja*10,Purple Iced Bench
s,divider_nor2*10,Purple Iced  bar desk
s,easter_r16_squid,Squid Invader
s,easter_r16_crackable,Smuggler's Barrel
s,easter_r16_pot,Fermenting Broth
s,easter_c16_house,Blacksmith's Hut
s,easter_r16_gold,Looted Bullion
s,easter_c16_nest,Smuggler's Lookout
s,easter_r16_throne,Skeletal Raider
s,bonusrare16_5*1,Crimson House Plant
s,bonusrare16_5*2,Ochre House Plant
